tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary
118N04333,MN-36,WESTBOUND,LEXINGTON AVE,MN,RAMSEY,55113,45.01058,-93.14119,45.01051,-93.14893,0.378081,35,America/Chicago,P1.11,USA,84,2,N,2,57628,2,,4,36,4,1,36,93000,1630,614,1,100,0,100,1,1
118-04332,MN-36,WESTBOUND,HAMLINE AVE,MN,RAMSEY,55113,45.01051,-93.14893,45.01048,-93.15188,0.144091,36,America/Chicago,P1.11,USA,84,2,N,2,57628,2,,4,36,4,1,36,92791,1625,612,1,100,0,100,1,1
118N04332,MN-36,WESTBOUND,HAMLINE AVE,MN,RAMSEY,55113,45.01048,-93.15188,45.01043,-93.15561,0.182199,37,America/Chicago,P1.11,USA,84,2,N,2,57628,2,,4,36,4,1,36,92000,1605,603,1,100,0,100,1,1
118-04331,MN-36,WESTBOUND,MN-51/SNELLING AVE,MN,RAMSEY,55113,45.01043,-93.15561,45.01039,-93.1626,0.341429,38,America/Chicago,P1.11,USA,84,2,N,2,57628,2,,4,36,4,1,36,94302,1661,628,1,100,0,100,1,1
118N04331,MN-36,WESTBOUND,MN-51/SNELLING AVE,MN,RAMSEY,55113,45.01039,-93.1626,45.01034,-93.17044,0.382945,39,America/Chicago,P1.11,USA,84,2,N,2,57628,2,,4,36,4,1,36,93994,1654,625,1,100,0,100,1,1
118-04330,MN-36,WESTBOUND,FAIRVIEW AVE,MN,RAMSEY,55113,45.01034,-93.17044,45.01034,-93.17211,0.081560,40,America/Chicago,P1.11,USA,84,2,N,2,57628,2,,4,36,4,1,36,91000,1581,591,1,100,0,100,1,1
118N04330,MN-36,WESTBOUND,FAIRVIEW AVE,MN,RAMSEY,55113,45.01034,-93.17211,45.01034,-93.17631,0.205125,41,America/Chicago,P1.11,USA,84,2,N,2,57628,2,,4,36,4,1,36,88346,1516,562,1,100,0,100,1,1
118-04329,MN-36,WESTBOUND,I-35W/CLEVELAND AVE,MN,RAMSEY,55113,45.01034,-93.17631,45.01031,-93.18207,0.281326,42,America/Chicago,P1.11,USA,84,2,N,2,57628,2,,4,36,4,1,36,88000,1507,558,1,100,0,100,1,1
118N04329,MN-36,WESTBOUND,I-35W/CLEVELAND AVE,MN,RAMSEY,55113,45.01031,-93.18207,45.01032,-93.19619,0.690169,43,America/Chicago,P1.11,USA,84,2,N,1,57628,2,,6,36,4,1,36,107299,2153,1041,1,69,0,21,1,1
118+07705,MN-47,NORTHBOUND,CR-153/LOWRY AVE NE,MN,HENNEPIN,55413,44.9987,-93.26326,45.01319,-93.26314,1.001799,6,America/Chicago,P1.11,USA,89,4,N,4,57628,2,,4,47,4,1,47,12400,429,522,5,0,0,0,0,1
118+07706,MN-47,NORTHBOUND,ST ANTHONY PKY,MN,HENNEPIN,55418,45.01319,-93.26314,45.02762,-93.26389,1.003388,7,America/Chicago,P1.11,USA,89,4,N,4,57628,2,,4,47,4,1,47,12400,429,522,5,90,0,0,0,1
118P04381,MN-47,NORTHBOUND,MN-610,MN,ANOKA,55433,45.14342,-93.26998,45.14643,-93.26995,0.207938,19,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118P14588,MN-47,NORTHBOUND,US-10/CR-11/FOLEY BLVD,MN,ANOKA,55433,45.15223,-93.27438,45.15655,-93.27867,0.364344,22,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118+14591,MN-47,NORTHBOUND,CR-9/ROUND LAKE BLVD NW,MN,ANOKA,55448,45.20005,-93.3432,45.20402,-93.35158,0.500787,27,America/Chicago,P1.11,USA,89,2,N,2,57628,2,,4,10,3,1,10,73000,1108,1085,1,50,0,0,1,0
118P14599,MN-47,NORTHBOUND,CR-24/NORRIS LAKE RD,MN,ANOKA,55070,45.37919,-93.38345,45.37962,-93.38281,0.043186,40,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118N14599,MN-47,SOUTHBOUND,CR-24/NORRIS LAKE RD,MN,ANOKA,55070,45.37962,-93.38281,45.37919,-93.38345,0.043186,20,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118N14593,MN-47,SOUTHBOUND,US-169/US-10/FERRY ST,MN,ANOKA,55303,45.20555,-93.38969,45.20488,-93.38631,0.258185,28,America/Chicago,P1.11,USA,89,3,N,2,57628,2,,4,10,3,1,10,59627,928,841,1,100,0,100,1,1
118N14588,MN-47,SOUTHBOUND,US-10/CR-11/FOLEY BLVD,MN,ANOKA,55433,45.16102,-93.28337,45.15189,-93.27458,0.762549,38,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118-04382,MN-47,SOUTHBOUND,US-10 (COON RAPIDS),MN,ANOKA,55433,45.15189,-93.27458,45.15154,-93.27429,0.028004,39,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118N04381,MN-47,SOUTHBOUND,MN-610,MN,ANOKA,55433,45.14667,-93.27093,45.1434,-93.27031,0.229801,41,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118-07705,MN-47,SOUTHBOUND,CR-153/LOWRY AVE NE,MN,HENNEPIN,55418,45.02762,-93.26408,45.01319,-93.26314,1.004680,53,America/Chicago,P1.11,USA,89,4,N,4,57628,2,,4,47,4,1,47,12400,429,522,5,90,0,0,0,1
118-07704,MN-47,SOUTHBOUND,CR-66/BROADWAY ST NE,MN,HENNEPIN,55413,45.01319,-93.26314,44.9987,-93.26326,1.001799,54,America/Chicago,P1.11,USA,89,4,N,4,57628,2,,4,47,4,1,47,12400,429,522,5,0,0,0,0,1
118+05314,MN-5,EASTBOUND,US-212,MN,HENNEPIN,55344,44.86209,-93.48483,44.86132,-93.47554,0.460040,30,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118+05315,MN-5,EASTBOUND,CR-60/MITCHELL RD,MN,HENNEPIN,55344,44.86119,-93.4681,44.86127,-93.46741,0.034235,32,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118P05315,MN-5,EASTBOUND,CR-60/MITCHELL RD,MN,HENNEPIN,55344,44.86127,-93.46741,44.86118,-93.45406,0.660775,33,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118+04441,MN-5,EASTBOUND,PRAIRIE CENTER DR,MN,HENNEPIN,55344,44.86118,-93.45406,44.86071,-93.44885,0.259165,34,America/Chicago,P1.11,USA,97,2,N,2,57628,2,,8,212,3,1,212,107198,2215,1168,1,100,0,100,1,1
118P04441,MN-5,EASTBOUND,PRAIRIE CENTER DR,MN,HENNEPIN,55344,44.86071,-93.44885,44.86217,-93.44301,0.304985,35,America/Chicago,P1.11,USA,97,2,N,2,57628,2,,6,212,3,1,212,98000,1990,1065,1,100,0,100,1,1
118+04442,MN-5,EASTBOUND,I-494/US-212,MN,HENNEPIN,55344,44.86217,-93.44301,44.86366,-93.43602,0.358602,36,America/Chicago,P1.11,USA,97,2,N,2,57628,2,,6,212,3,1,212,98000,1990,1065,1,100,0,100,1,1
118P04442,MN-5,EASTBOUND,I-494/US-212,MN,HENNEPIN,55344,44.86366,-93.43602,44.86477,-93.42892,0.356032,37,America/Chicago,P1.11,USA,97,2,N,2,57628,2,,4,212,3,1,212,98000,1990,1065,1,100,0,100,1,1
118+04416,MN-5,EASTBOUND,POST RD,MN,HENNEPIN,55111,44.86613,-93.20286,44.86831,-93.20006,0.203936,40,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,6,5,4,1,5,63000,2409,186,1,100,0,100,1,1
118P04415,MN-5,EASTBOUND,I-494,MN,HENNEPIN,55111,44.86579,-93.2034,44.86613,-93.20286,0.035365,40.5000000000000000,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,6,5,4,1,5,63000,2409,186,1,100,0,100,1,1
118P04416,MN-5,EASTBOUND,POST RD,MN,HENNEPIN,55111,44.86831,-93.20006,44.8722,-93.19695,0.309468,41,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,6,5,4,1,5,63187,2414,188,1,100,0,100,1,1
118+04417,MN-5,EASTBOUND,GLUMACK DR,MN,HENNEPIN,55111,44.8722,-93.19695,44.87563,-93.19432,0.269750,42,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,6,5,4,1,5,65000,2458,208,1,100,0,100,1,1
118P04417,MN-5,EASTBOUND,GLUMACK DR,MN,HENNEPIN,55111,44.87563,-93.19432,44.88127,-93.19078,0.427588,43,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,4,5,4,1,5,64840,2454,206,1,100,0,100,1,1
118+04418,MN-5,EASTBOUND,MN-55,MN,HENNEPIN,55111,44.88127,-93.19078,44.88468,-93.18861,0.258439,44,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,6,5,4,1,5,64000,2433,197,1,100,0,100,1,1
118P04418,MN-5,EASTBOUND,MN-55,MN,HENNEPIN,55111,44.88468,-93.18861,44.89247,-93.18339,0.600375,45,America/Chicago,P1.11,USA,92,4,N,2,57628,2,,4,5,4,1,5,41344,1878,23,1,60,0,0,1,1
118+04419,MN-5,EASTBOUND,SHEPARD RD,MN,RAMSEY,55116,44.89247,-93.18339,44.89642,-93.1795,0.332772,46,America/Chicago,P1.11,USA,92,4,N,2,57628,2,1,4,5,4,1,5,53589,2178,83,1,100,0,100,1,1
118P04419,MN-5,EASTBOUND,SHEPARD RD,MN,RAMSEY,55116,44.89642,-93.1795,44.89689,-93.17903,0.039789,47,America/Chicago,P1.11,USA,92,4,N,2,57628,2,,4,5,4,1,5,54000,2188,85,1,100,0,100,1,1
118+08314,MN-5,EASTBOUND,NORFOLK AVE,MN,RAMSEY,55116,44.89689,-93.17903,44.89784,-93.17789,0.086169,48,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118+08333,MN-5,EASTBOUND,US-61/MOUNDS BLVD,MN,RAMSEY,55101,44.95352,-93.08321,44.95704,-93.07593,0.431078,74,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118-08332,MN-5,WESTBOUND,LAFAYETTE RD N,MN,RAMSEY,55101,44.95704,-93.07593,44.95352,-93.08321,0.431078,27,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118-04419,MN-5,WESTBOUND,SHEPARD RD,MN,RAMSEY,55116,44.89804,-93.17786,44.89748,-93.17858,0.052377,53,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118N04419,MN-5,WESTBOUND,SHEPARD RD,MN,RAMSEY,55116,44.89748,-93.17858,44.8969,-93.17924,0.051463,54,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118-04418,MN-5,WESTBOUND,MN-55,MN,RAMSEY,55116,44.8969,-93.17924,44.89337,-93.18261,0.294444,55,America/Chicago,P1.11,USA,92,4,N,2,57628,2,1,4,5,4,1,5,54000,2188,85,1,100,0,100,1,1
118N04418,MN-5,WESTBOUND,MN-55,MN,HENNEPIN,55111,44.89337,-93.18261,44.88505,-93.18881,0.654646,56,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,4,5,4,1,5,42004,1895,25,1,65,0,0,1,1
118-04417,MN-5,WESTBOUND,GLUMACK DR,MN,HENNEPIN,55111,44.88505,-93.18881,44.8805,-93.19199,0.350993,57,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,6,5,4,1,5,64000,2433,197,1,100,0,100,1,1
118N04417,MN-5,WESTBOUND,GLUMACK DR,MN,HENNEPIN,55111,44.8805,-93.19199,44.87555,-93.19517,0.377045,58,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,4,5,4,1,5,65000,2458,208,1,100,0,100,1,1
118-04416,MN-5,WESTBOUND,POST RD,MN,HENNEPIN,55111,44.87555,-93.19517,44.87228,-93.19725,0.247932,59,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,6,5,4,1,5,65000,2458,208,1,100,0,100,1,1
118N04416,MN-5,WESTBOUND,POST RD,MN,HENNEPIN,55111,44.87228,-93.19725,44.86809,-93.20074,0.337092,60,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,6,5,4,1,5,63129,2412,187,1,100,0,100,1,1
118N04415,MN-5,WESTBOUND,I-494,MN,HENNEPIN,55111,44.86629,-93.20316,44.86522,-93.20504,0.118110,60.5000000000000000,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,6,5,4,1,5,63000,2409,186,1,100,0,100,1,1
118-04415,MN-5,WESTBOUND,I-494,MN,HENNEPIN,55111,44.86809,-93.20074,44.86629,-93.20316,0.171971,61,America/Chicago,P1.11,USA,92,3,N,2,57628,2,,6,5,4,1,5,63000,2409,186,1,100,0,100,1,1
118N04442,MN-5,WESTBOUND,I-494/US-212,MN,HENNEPIN,55344,44.86497,-93.429,44.86385,-93.43621,0.361414,64,America/Chicago,P1.11,USA,97,2,N,1,57628,2,,4,212,3,1,212,98071,1982,1476,1,100,0,100,1,1
118-04441,MN-5,WESTBOUND,PRAIRIE CENTER DR,MN,HENNEPIN,55344,44.86385,-93.43621,44.86254,-93.44268,0.330278,65,America/Chicago,P1.11,USA,97,2,N,2,57628,2,,6,212,3,1,212,98000,1990,1065,1,100,0,100,1,1
118N04441,MN-5,WESTBOUND,PRAIRIE CENTER DR,MN,HENNEPIN,55344,44.86254,-93.44268,44.86095,-93.44924,0.342184,66,America/Chicago,P1.11,USA,97,2,N,2,57628,2,,6,212,3,1,212,98000,1990,1065,1,100,0,100,1,1
118-05315,MN-5,WESTBOUND,CR-60/MITCHELL RD,MN,HENNEPIN,55344,44.86095,-93.44924,44.86147,-93.45414,0.244142,67,America/Chicago,P1.11,USA,97,2,N,2,57628,2,,8,212,3,1,212,107989,2235,1177,1,100,0,100,1,1
118N05315,MN-5,WESTBOUND,CR-60/MITCHELL RD,MN,HENNEPIN,55344,44.86147,-93.45414,44.862,-93.46562,0.567641,68,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118-05314,MN-5,WESTBOUND,US-212,MN,HENNEPIN,55344,44.862,-93.46562,44.86198,-93.46693,0.064165,69,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118-08034,MN-55,EASTBOUND,MN-25/CENTRAL AVE,MN,WRIGHT,55313,45.23214,-94.00187,45.1821,-93.87626,7.120253,34,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118N08034,MN-55,EASTBOUND,MN-25/CENTRAL AVE,MN,WRIGHT,55313,45.1821,-93.87626,45.18172,-93.87574,0.036487,34.5000000000000000,America/Chicago,P1.11,USA,129,3,N,3,99998,2,,4,55,4,1,55,15407,416,139,1,100,0,100,1,1
118-10655,MN-55,EASTBOUND,CR-34/2ND ST S/3RD ST S,MN,WRIGHT,55313,45.18172,-93.87574,45.16859,-93.8605,1.208488,35,America/Chicago,P1.11,USA,129,3,N,3,99998,2,,4,55,4,1,55,17321,445,151,1,100,0,0,1,1
118-04724,MN-55,EASTBOUND,REBECCA PARK TRL,MN,WRIGHT,55313,45.16859,-93.8605,45.08505,-93.73255,9.046036,36,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,2,55,4,1,55,15296,357,96,1,100,0,0,1,1
118-04723,MN-55,EASTBOUND,DOGWOOD ST,MN,HENNEPIN,55373,45.08505,-93.73255,45.07963,-93.71731,0.904991,37,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,4,55,4,1,55,15546,117,5,1,91,0,0,1,1
118-04722,MN-55,EASTBOUND,CR-19,MN,HENNEPIN,55373,45.07963,-93.71731,45.06541,-93.63558,4.287766,38,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,2,55,4,1,55,14004,442,179,1,100,0,0,1,1
118-04721,MN-55,EASTBOUND,PINTO DR,MN,HENNEPIN,55340,45.06541,-93.63558,45.04598,-93.54247,4.818784,39,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,2,55,4,1,55,17513,528,218,1,97,0,0,1,1
118-04720,MN-55,EASTBOUND,CR-101/SIOUX DR,MN,HENNEPIN,55340,45.04598,-93.54247,45.04332,-93.52546,0.852009,40,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,25724,730,311,1,85,0,0,1,1
118-04719,MN-55,EASTBOUND,OLD ROCKFORD RD,MN,HENNEPIN,55446,45.04332,-93.52546,45.03798,-93.51621,0.593694,41,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,34943,1172,423,1,59,0,0,1,0
118-04718,MN-55,EASTBOUND,PEONY LN,MN,HENNEPIN,55446,45.03798,-93.51621,45.03202,-93.50751,0.591534,42,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,35010,1175,424,1,59,0,0,1,1
118N04718,MN-55,EASTBOUND,PEONY LN,MN,HENNEPIN,55446,45.03202,-93.50751,45.03148,-93.50676,0.052271,43,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,35010,1175,424,1,100,0,100,1,1
118-04717,MN-55,EASTBOUND,CR-24/ROCKFORD RD,MN,HENNEPIN,55446,45.03148,-93.50676,45.02208,-93.4931,0.930852,44,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,35010,1175,424,1,93,0,0,1,1
118N04717,MN-55,EASTBOUND,CR-24/ROCKFORD RD,MN,HENNEPIN,55447,45.02208,-93.4931,45.02149,-93.49225,0.058170,45,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,36209,1205,437,1,100,0,100,1,1
118-04716,MN-55,EASTBOUND,VICKSBURG LN,MN,HENNEPIN,55447,45.02149,-93.49225,45.01861,-93.48251,0.530567,46,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,36630,1215,442,1,53,0,0,1,1
118N04716,MN-55,EASTBOUND,VICKSBURG LN,MN,HENNEPIN,55447,45.01861,-93.48251,45.01846,-93.48108,0.070599,47,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,35789,1194,432,1,100,0,100,1,1
118-04715,MN-55,EASTBOUND,I-494,MN,HENNEPIN,55447,45.01846,-93.48108,45.01178,-93.46052,1.109446,48,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,37579,1238,452,1,100,0,0,1,1
118N04715,MN-55,EASTBOUND,I-494,MN,HENNEPIN,55447,45.01178,-93.46052,45.00989,-93.45505,0.297935,49,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,51006,1562,590,1,100,0,100,1,1
118-04714,MN-55,EASTBOUND,NORTHWEST BLVD/XENIUM LN,MN,HENNEPIN,55441,45.00989,-93.45505,45.00842,-93.45151,0.200519,50,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,35151,1142,339,1,100,0,100,1,1
118N04714,MN-55,EASTBOUND,NORTHWEST BLVD/XENIUM LN,MN,HENNEPIN,55441,45.00842,-93.45151,45.008,-93.4505,0.057251,51,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,34908,1136,336,1,100,0,100,1,1
118-04713,MN-55,EASTBOUND,CR-6 (HENNEPIN),MN,HENNEPIN,55441,45.008,-93.4505,44.9995,-93.44202,0.731680,52,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,34595,1129,333,1,73,0,0,1,1
118N04713,MN-55,EASTBOUND,CR-6 (HENNEPIN),MN,HENNEPIN,55441,44.9995,-93.44202,44.99915,-93.44173,0.028022,53,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,34595,1129,333,1,100,0,100,1,1
118-04712,MN-55,EASTBOUND,SHORE DR,MN,HENNEPIN,55441,44.99915,-93.44173,44.98814,-93.42066,1.333688,54,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,40191,1266,395,1,100,0,0,1,1
118N04712,MN-55,EASTBOUND,SHORE DR,MN,HENNEPIN,55441,44.98814,-93.42066,44.98776,-93.41932,0.070575,55,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,41592,1300,411,1,100,0,100,1,1
118-04711,MN-55,EASTBOUND,US-169,MN,HENNEPIN,55441,44.98776,-93.41932,44.98351,-93.40547,0.747021,56,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,43753,1353,435,1,75,0,0,1,1
118N04711,MN-55,EASTBOUND,US-169,MN,HENNEPIN,55427,44.98351,-93.40547,44.98361,-93.39574,0.482050,57,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,40876,1282,403,1,100,0,100,1,1
118-04710,MN-55,EASTBOUND,GENERAL MILLS BLVD/BOONE AVE,MN,HENNEPIN,55427,44.98361,-93.39574,44.98439,-93.39103,0.236372,58,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38665,1228,378,1,100,0,100,1,1
118N04710,MN-55,EASTBOUND,GENERAL MILLS BLVD/BOONE AVE,MN,HENNEPIN,55427,44.98439,-93.39103,44.98452,-93.39013,0.044905,59,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38665,1228,378,1,100,0,100,1,1
118-04709,MN-55,EASTBOUND,WINNETKA AVE,MN,HENNEPIN,55427,44.98452,-93.39013,44.98361,-93.38044,0.484677,60,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38665,1228,378,1,100,0,100,1,1
118N04709,MN-55,EASTBOUND,WINNETKA AVE,MN,HENNEPIN,55427,44.98361,-93.38044,44.98348,-93.37978,0.033482,61,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38156,1216,373,1,100,0,100,1,1
118-04708,MN-55,EASTBOUND,GLENWOOD AVE,MN,HENNEPIN,55427,44.98348,-93.37978,44.98314,-93.37023,0.470639,62,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38156,1216,373,1,100,0,100,1,1
118-04707,MN-55,EASTBOUND,DOUGLAS DR,MN,HENNEPIN,55427,44.98314,-93.37023,44.98446,-93.36023,0.497293,63,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38156,1216,373,1,100,0,100,1,1
118-04706,MN-55,EASTBOUND,MN-100,MN,HENNEPIN,55422,44.98446,-93.36023,44.9845,-93.35024,0.488884,64,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,33442,1105,317,1,100,0,100,1,1
118N04706,MN-55,EASTBOUND,MN-100,MN,HENNEPIN,55422,44.9845,-93.35024,44.9844,-93.34742,0.138023,65,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,27981,1150,174,1,100,0,100,1,1
118-04705,MN-55,EASTBOUND,THEODORE WIRTH PKY,MN,HENNEPIN,55422,44.9844,-93.34742,44.98408,-93.32834,0.932800,66,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,27913,1148,173,1,94,0,0,1,1
118N04705,MN-55,EASTBOUND,THEODORE WIRTH PKY,MN,HENNEPIN,55422,44.98408,-93.32834,44.98408,-93.32817,0.008306,67.0000000000000000,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,18200,911,65,1,100,0,100,1,1
118-04704,MN-55,EASTBOUND,PENN AVE,MN,HENNEPIN,55411,44.98408,-93.32817,44.98428,-93.30832,0.972749,68,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,18200,911,65,1,98,0,0,1,1
118-04703,MN-55,EASTBOUND,I-94/LYNDALE AVE,MN,HENNEPIN,55411,44.98428,-93.30832,44.98426,-93.28925,0.931797,69,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,20396,965,89,1,93,0,0,1,1
118N04703,MN-55,EASTBOUND,I-94/LYNDALE AVE,MN,HENNEPIN,55411,44.98426,-93.28925,44.98425,-93.28748,0.086490,70,America/Chicago,P1.11,USA,129,3,N,3,57628,2,1,6,55,4,1,55,20400,965,89,1,100,0,100,1,1
118-04702,MN-55,EASTBOUND,7TH ST,MN,HENNEPIN,55411,44.98425,-93.28748,44.98421,-93.28363,0.188148,71,America/Chicago,P1.11,USA,129,4,N,3,57628,2,,6,55,4,1,55,20400,965,89,1,100,0,100,1,1
118N04698,MN-55,EASTBOUND,5TH AVE/4TH AVE,MN,HENNEPIN,55404,44.97165,-93.26918,44.97307,-93.26625,0.229111,77,America/Chicago,P1.11,USA,,,,,,,,,,,,,,,,,,,,,
118-04695,MN-55,EASTBOUND,I-35W/MN-122,MN,HENNEPIN,55404,44.97189,-93.26352,44.96534,-93.25172,0.748309,80,America/Chicago,P1.11,USA,129,4,N,3,57628,2,,2,55,4,1,55,52761,1299,609,1,28,0,0,0,1
118-04694,MN-55,EASTBOUND,I-94,MN,HENNEPIN,55404,44.96534,-93.25172,44.9639,-93.2507,0.111269,81,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,63714,1567,732,1,100,0,100,1,1
118-04693,MN-55,EASTBOUND,CEDAR AVE,MN,HENNEPIN,55404,44.9639,-93.2507,44.9625,-93.24945,0.114432,82,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,64813,1594,744,1,100,0,100,1,1
118N04693,MN-55,EASTBOUND,CEDAR AVE,MN,HENNEPIN,55404,44.9625,-93.24945,44.95812,-93.24495,0.374104,83,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,69000,1696,791,1,100,0,100,1,1
118-04692,MN-55,EASTBOUND,26TH ST,MN,HENNEPIN,55404,44.95812,-93.24495,44.95555,-93.24316,0.198313,84,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,68430,1682,785,1,100,0,100,1,1
118-04691,MN-55,EASTBOUND,LAKE ST,MN,HENNEPIN,55407,44.95555,-93.24316,44.95195,-93.24113,0.267919,85,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,32884,812,386,1,100,0,100,1,1
118N04691,MN-55,EASTBOUND,LAKE ST,MN,HENNEPIN,55407,44.95195,-93.24113,44.94476,-93.23605,0.556116,86,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38968,961,455,1,56,0,0,1,1
118-04690,MN-55,EASTBOUND,38TH ST,MN,HENNEPIN,55406,44.94476,-93.23605,44.93411,-93.22876,0.817521,87,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,39299,969,459,1,82,0,0,1,1
118-04689,MN-55,EASTBOUND,46TH ST,MN,HENNEPIN,55406,44.93411,-93.22876,44.91965,-93.21875,1.112580,88,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,17722,440,216,1,100,0,0,1,1
118-04688,MN-55,EASTBOUND,MN-62,MN,HENNEPIN,55417,44.91965,-93.21875,44.89972,-93.1997,1.783291,89,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,20135,499,243,1,89,0,0,1,1
118N04688,MN-55,EASTBOUND,MN-62,MN,HENNEPIN,55111,44.89972,-93.1997,44.89797,-93.19891,0.445945,90,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,26455,654,314,1,100,0,100,1,1
118-04687,MN-55,EASTBOUND,MN-5,MN,HENNEPIN,55111,44.89797,-93.19891,44.8926,-93.18948,0.593367,91,America/Chicago,P1.11,USA,129,3,N,2,57628,2,,4,55,4,1,55,78000,2515,1231,1,59,0,0,1,1
